VALID,VALID2,LAT,LON,MAG,WFO,TYPECODE,TYPETEXT,CITY,COUNTY,STATE,SOURCE,REMARK,UGC,UGCNAME,QUALIFIER
201906220338,2019/06/22 03:38,34.61,-85.65,None,HUN,D,TSTM WND DMG,3 NNW HAMMONDVILLE,DEKALB,AL,911 CALL CENTER,TREE BLOCKING BOTH LANES OF HWY 40. POWER LINES INVOLVED.,ALC049,DeKalb,
201906220338,2019/06/22 03:38,35.43,-84.59,None,MRX,D,TSTM WND DMG,2 SE ATHENS,MCMINN,TN,PUBLIC,TREES REPORTED DOWN IN ATHENS.,TNC107,McMinn,
201906220338,2019/06/22 03:38,35.87,-84.09,None,MRX,D,TSTM WND DMG,5 E FARRAGUT,KNOX,TN,911 CALL CENTER,POWER LINES DOWN.,TNC093,Knox,
201906220339,2019/06/22 03:39,36.08,-83.78,None,MRX,D,TSTM WND DMG,1 NW MASCOT,KNOX,TN,911 CALL CENTER,TREES DOWN AND POWER OUTAGES NEAR ROBERTS RD AND MILLERTOWN PIKE.,TNC093,Knox,
201906220339,2019/06/22 03:39,36.01,-83.92,None,MRX,D,TSTM WND DMG,3 NNE KNOXVILLE,KNOX,TN,911 CALL CENTER,POWER LINES DOWN AND TRAFFIC LIGHTS WITHOUT POWER.,TNC093,Knox,
201906220340,2019/06/22 03:40,47.27,-98.87,1.23,BIS,R,HEAVY RAIN,ARROWWOOD RAWS,STUTSMAN,ND,OTHER FEDERAL,RAINFALL FROM 330 PM TO 930 PM CDT.,NDC093,Stutsman,E
201906220340,2019/06/22 03:40,34.95,-85.55,None,FFC,D,TSTM WND DMG,2 SSE COLE CITY,DADE,GA,EMERGENCY MNGR,EM REPORTED THAT TREES ARE DOWN ON SAND MOUNTAIN.,GAC083,Dade,
201906220341,2019/06/22 03:41,34.86,-85.49,None,FFC,D,TSTM WND DMG,1 SE TRENTON,DADE,GA,SOCIAL MEDIA,A TREE CAME DOWN ON A CAR ON LAURA LANE IN TRENTON.,GAC083,Dade,
201906220341,2019/06/22 03:41,35.44,-84.59,None,MRX,D,TSTM WND DMG,1 SE ATHENS,MCMINN,TN,911 CALL CENTER,TREE ON HOME IN ATHENS CITY.,TNC107,McMinn,
201906220342,2019/06/22 03:42,34.92,-85.59,None,FFC,D,TSTM WND DMG,3 NW STEPHENSVILLE,DADE,GA,EMERGENCY MNGR,TREES DOWN ALONG REEVE ROAD IN DADE COUNTY.,GAC083,Dade,
201906220345,2019/06/22 03:45,34.60,-86.11,None,HUN,D,TSTM WND DMG,5 SW SCOTTSBORO,JACKSON,AL,EMERGENCY MNGR,TREE OVER ROADWAY ON COUNTY ROAD 114. TIME ESTIMATED FROM RADAR.,ALC071,Jackson,
201906220345,2019/06/22 03:45,35.75,-83.97,None,MRX,D,TSTM WND DMG,1 NE MARYVILLE,BLOUNT,TN,PUBLIC,WIDESPREAD DOWNED TREES COUNTY WIDE.,TNC009,Blount,
201906220348,2019/06/22 03:48,34.79,-85.48,None,FFC,D,TSTM WND DMG,2 S CLOUDLAND CANYON ST,DADE,GA,SOCIAL MEDIA,REPORT OF A TREE THAT FELL ON A HOUSE AND A TRUCK ON PLUM NELLY ROAD APPROXIMATELY 5 MILES SSE OF TRENTON_ GA.,GAC083,Dade,
201906220348,2019/06/22 03:48,35.74,-84.62,None,MRX,D,TSTM WND DMG,4 SW FAIRVIEW,ROANE,TN,EMERGENCY MNGR,SOUTH ROANE COUNTY VFD REPORTS POWER OUTAGES (VOLUNTEER ELECTRIC) ALONG SR58 ON EITHER SIDE OR ROANE/MEIGS LINE.,TNC145,Roane,
201906220349,2019/06/22 03:49,39.04,-100.74,1.0,GLD,H,HAIL,6 S CAMPUS,GOVE,KS,TRAINED SPOTTER,,KSC063,Gove,E
201906220350,2019/06/22 03:50,34.95,-85.26,None,FFC,D,TSTM WND DMG,FORT OGLETHORPE,CATOOSA,GA,TRAINED SPOTTER,NUMEROUS LARGE BRANCHES AND POWER LINES DOWN NEAR THE INTERSECTION OF LAFAYETTE RD AND FORREST RD.,GAC047,Catoosa,
201906220350,2019/06/22 03:50,34.48,-85.82,None,HUN,D,TSTM WND DMG,2 SE RAINSVILLE,DEKALB,AL,911 CALL CENTER,A TREE WAS KNOCKED DOWN ONTO POWER LINES.,ALC049,DeKalb,
201906220350,2019/06/22 03:50,34.53,-85.80,None,HUN,D,TSTM WND DMG,2 S SYLVANIA,DEKALB,AL,911 CALL CENTER,POWER LINES WERE KNOCKED DOWN AT 758 OAK GROVE ROAD.,ALC049,DeKalb,
201906220352,2019/06/22 03:52,36.28,-83.52,None,MRX,D,TSTM WND DMG,1 NE RUTLEDGE,GRAINGER,TN,911 CALL CENTER,CORRECTS TIME PREVIOUS TSTM WND DMG REPORT FROM 1 NE RUTLEDGE. MULTIPLE TREES DOWN ACROSS THE COUNTY.,TNC057,Grainger,
201906220358,2019/06/22 03:58,36.10,-83.56,None,MRX,D,TSTM WND DMG,1 WNW NEW MARKET,JEFFERSON,TN,911 CALL CENTER,TREE ON A HOUSE NEAR NEW MARKET. WIDESPREAD TREE DAMAGE.,TNC089,Jefferson,
201906220406,2019/06/22 04:06,35.17,-84.66,0.88,MRX,H,HAIL,1 WSW BENTON,POLK,TN,911 CALL CENTER,NICKEL SIZE HAIL NEAR BENTON.,TNC139,Polk,E
201906220406,2019/06/22 04:06,35.17,-84.66,None,MRX,D,TSTM WND DMG,1 SW BENTON,POLK,TN,911 CALL CENTER,COUPLE OF TREES DOWN NEAR BENTON.,TNC139,Polk,
201906220408,2019/06/22 04:08,34.26,-86.09,None,HUN,D,TSTM WND DMG,5 WSW CROSSVILLE,DEKALB,AL,EMERGENCY MNGR,A TREE WAS KNOCKED DOWN ALONG CR 479.,ALC049,DeKalb,
201906220408,2019/06/22 04:08,36.02,-83.42,None,MRX,D,TSTM WND DMG,DANDRIDGE,JEFFERSON,TN,911 CALL CENTER,TREE ON A HOUSE NEAR DANDRIDGE. WIDESPREAD TREE DAMAGE ACROSS JEFFERSON COUNTY.,TNC089,Jefferson,
201906220409,2019/06/22 04:09,35.32,-83.81,None,GSP,D,TSTM WND DMG,ROBBINSVILLE,GRAHAM,NC,911 CALL CENTER,TREES DOWN ACROSS THE COUNTY.,NCC075,Graham,
201906220411,2019/06/22 04:11,33.90,-100.13,58.0,LUB,G,TSTM WND GST,2 SSE HACKBERRY,COTTLE,TX,MESONET,,TXC101,Cottle,M
201906220416,2019/06/22 04:16,34.26,-85.87,None,HUN,D,TSTM WND DMG,COLLINSVILLE,DEKALB,AL,911 CALL CENTER,A TREE WAS KNOCKED DOWN ONTO POWER LINES.,ALC049,DeKalb,
201906220424,2019/06/22 04:24,34.68,-84.48,None,FFC,D,TSTM WND DMG,1 SW EAST ELLIJAY,GILMER,GA,SOCIAL MEDIA,REPORT THAT THE CLOCK TOWER HAS FALLEN OVER THE AT CLOCK TOWER CENTER ON MADDOX DRIVE IN EAST ELIJAY.,GAC123,Gilmer,
201906220425,2019/06/22 04:25,33.17,-100.20,58.0,LUB,G,TSTM WND GST,3 NE ASPERMONT,STONEWALL,TX,MESONET,,TXC433,Stonewall,M
201906220425,2019/06/22 04:25,34.45,-85.39,None,FFC,D,TSTM WND DMG,BERRYTON,CHATTOOGA,GA,EMERGENCY MNGR,TREES REPORTED DOWN ALONG THE 1500 BLOCK OF BACK BERRYTON RD.,GAC055,Chattooga,
201906220427,2019/06/22 04:27,46.07,-98.09,1.91,BIS,R,HEAVY RAIN,4 S OAKES,DICKEY,ND,MESONET,NDAWN MESONET. RAINFALL TOTAL FOR THE DAY.,NDC021,Dickey,M
201906220429,2019/06/22 04:29,35.34,-83.57,None,GSP,D,TSTM WND DMG,2 S ALMOND,SWAIN,NC,911 CALL CENTER,TREES DOWN ACROSS HIGHWAY 19 IN THE NANTAHALA GORGE. EXACT LOCATION ESTIMATED.,NCC173,Swain,
201906220430,2019/06/22 04:30,34.70,-84.56,None,FFC,D,TSTM WND DMG,3 E TAILS CREEK,GILMER,GA,SOCIAL MEDIA,POWER LINES AND A FEW TREES DOWN ALONG HICKS FORD RD.,GAC123,Gilmer,
201906220430,2019/06/22 04:30,34.70,-84.56,None,FFC,D,TSTM WND DMG,3 E TAILS CREEK,GILMER,GA,SOCIAL MEDIA,POWER LINES AND A FEW TREES DOWN ALONG HICKS FORD RD IN ELIJAY.,GAC123,Gilmer,
201906220430,2019/06/22 04:30,36.64,-83.43,None,MRX,D,TSTM WND DMG,EWING,LEE,VA,911 CALL CENTER,MULTIPLE TREES DOWN IN EWING.,VAC105,Lee,
201906220435,2019/06/22 04:35,46.91,-99.99,1.45,BIS,R,HEAVY RAIN,5 NW STEELE,KIDDER,ND,MESONET,NDAWN MESONET. RAINFALL FOR THE DAY.,NDC043,Kidder,M
201906220436,2019/06/22 04:36,34.51,-85.44,None,FFC,D,TSTM WND DMG,2 NE MENLO,CHATTOOGA,GA,EMERGENCY MNGR,TREES DOWN NEAR THE CONER OF OLD HIGHWAY 37 AND AGNEW RD NW OF SUMMERVILLE.,GAC055,Chattooga,
201906220436,2019/06/22 04:36,34.87,-85.00,None,FFC,D,TSTM WND DMG,3 SW VARNELL,WHITFIELD,GA,EMERGENCY MNGR,FLYING DEBRIS DAMAGED A GARAGE ON THE 2900 BLOCK OF CROW VALLEY ROAD.,GAC313,Whitfield,
201906220437,2019/06/22 04:37,34.87,-83.94,None,FFC,D,TSTM WND DMG,1 ESE BLAIRSVILLE,UNION,GA,EMERGENCY MNGR,A FEW TREES DOWN ALONG PINEY POINT RD. ALSO SOME TREES DOWN ALONG WOLF PEN GAP RD.,GAC291,Union,
201906220437,2019/06/22 04:37,36.34,-82.84,None,MRX,D,TSTM WND DMG,1 NNW BAILEYTON,GREENE,TN,911 CALL CENTER,MULTIPLE TREES DOWN ACROSS NORTHERN GREENE COUNTY.,TNC059,Greene,
201906220438,2019/06/22 04:38,35.29,-83.49,None,GSP,D,TSTM WND DMG,5 SW ALARKA,MACON,NC,911 CALL CENTER,TREES DOWN. ONE WAS DOWN ACROSS HIGHWAY 28 BLOCKING THE ROAD.,NCC113,Macon,
201906220440,2019/06/22 04:40,36.48,-82.82,None,MRX,D,TSTM WND DMG,2 E SURGOINSVILLE,HAWKINS,TN,BROADCAST MEDIA,PHIPPS BEND INDUSTRIAL PARK. A METAL WAREHOUSE HAD A WALL RIPPED OPEN.,TNC073,Hawkins,
201906220445,2019/06/22 04:45,36.47,-82.85,None,MRX,D,TSTM WND DMG,SURGOINSVILLE,HAWKINS,TN,911 CALL CENTER,TREE THROUGH THE ROOF OF HOME.,TNC073,Hawkins,
201906220447,2019/06/22 04:47,34.96,-84.85,None,FFC,D,TSTM WND DMG,3 N BEAVERDALE,WHITFIELD,GA,EMERGENCY MNGR,A GAZEBO WAS BLOWN DOWN ALONG THE 2100 BLOCK OF LEDFORD RD NEAR THE INTERSECTION OF LEDFORD RD AND MT PLEASENT RD.,GAC313,Whitfield,
201906220448,2019/06/22 04:48,35.48,-83.00,None,GSP,D,TSTM WND DMG,WAYNESVILLE,HAYWOOD,NC,911 CALL CENTER,A TREE DOWN ON CHILDRENS STREET IN WAYNESVILLE AND ANOTHER TREE DOWN IN CLYDE.,NCC087,Haywood,
201906220450,2019/06/22 04:50,35.80,-82.68,None,GSP,D,TSTM WND DMG,MARSHALL,MADISON,NC,911 CALL CENTER,SCATTERED TREES DOWN ACROSS THE COUNTY.,NCC115,Madison,
201906220450,2019/06/22 04:50,36.58,-82.62,None,MRX,D,TSTM WND DMG,3 ENE MOUNT CARMEL,HAWKINS,TN,LAW ENFORCEMENT,SEVERAL TREES DOWN.,TNC073,Hawkins,
201906220451,2019/06/22 04:51,38.17,-97.11,0.7,ICT,H,HAIL,PEABODY,MARION,KS,LAW ENFORCEMENT,,KSC115,Marion,E
201906220451,2019/06/22 04:51,38.17,-97.11,0.7,ICT,H,HAIL,PEABODY,MARION,KS,LAW ENFORCEMENT,.,KSC115,Marion,E
201906220453,2019/06/22 04:53,35.05,-83.92,None,MRX,D,TSTM WND DMG,2 ENE BRASSTOWN,CLAY,NC,LAW ENFORCEMENT,SEVERAL TREES DOWN.,NCC043,Clay,
201906220454,2019/06/22 04:54,34.29,-84.52,None,FFC,D,TSTM WND DMG,3 SE WALESKA,CHEROKEE,GA,EMERGENCY MNGR,TREE DOWN BLOCKING THE ROAD AT THE INTERSECTION OF REINHARDT COLLEGE PARKWAY AND SAME NELSON RD IN CANTON.,GAC057,Cherokee,
201906220455,2019/06/22 04:55,34.41,-84.53,None,FFC,D,TSTM WND DMG,2 ESE TALMADGE,PICKENS,GA,TRAINED SPOTTER,20+ TREES DOWN AT INTERSECTION OF HENDERSON MOUNTAIN RD AND S BASIN DR. POWER POLE AND LINES DOWN ~1 MILE NORTH.,GAC227,Pickens,
201906220455,2019/06/22 04:55,34.41,-84.53,None,FFC,D,TSTM WND DMG,2 ESE TALMADGE,PICKENS,GA,TRAINED SPOTTER,5+ TREES DOWN AT INTERSECTION OF HENDERSON MOUNTAIN RD AND S BASIN DR. POWER POLE AND LINES DOWN ~1 MILE NORTH.,GAC227,Pickens,
201906220456,2019/06/22 04:56,38.17,-97.11,1.0,ICT,H,HAIL,PEABODY,MARION,KS,PUBLIC,,KSC115,Marion,E
201906220456,2019/06/22 04:56,34.60,-84.01,None,FFC,D,TSTM WND DMG,4 SSE GOOCH MOUNTAIN SH,LUMPKIN,GA,911 CALL CENTER,A FEW TREES DOWN.,GAC187,Lumpkin,
201906220459,2019/06/22 04:59,48.84,-99.74,3.43,BIS,R,HEAVY RAIN,BELCOURT,ROLETTE,ND,OTHER FEDERAL,BIA TURTLE MOUNTAIN AGENCY HEADQUARTERS.,NDC079,Rolette,M
201906220500,2019/06/22 05:00,36.22,-82.69,None,MRX,D,TSTM WND DMG,CHUCKY,GREENE,TN,LAW ENFORCEMENT,SEVERAL TREES DOWN.,TNC059,Greene,
201906220506,2019/06/22 05:06,35.05,-83.61,None,MRX,D,TSTM WND DMG,3 ENE SHOOTING CREEK,CLAY,NC,LAW ENFORCEMENT,TREES DOWN ACROSS THE COUNTY.,NCC043,Clay,
201906220507,2019/06/22 05:07,35.57,-82.55,None,GSP,D,TSTM WND DMG,ASHEVILLE,BUNCOMBE,NC,911 CALL CENTER,SCATTERED TREES DOWN ACROSS THE COUNTY.,NCC021,Buncombe,
201906220509,2019/06/22 05:09,34.47,-84.45,None,FFC,D,TSTM WND DMG,1 W JASPER,PICKENS,GA,SOCIAL MEDIA,ROOF DAMAGED NEAR THE INTERSECTION OF JONAH LANE AND NOAH DRIVE.,GAC227,Pickens,
201906220513,2019/06/22 05:13,35.92,-82.30,None,GSP,D,TSTM WND DMG,BURNSVILLE,YANCEY,NC,911 CALL CENTER,A FEW SCATTERED TREES DOWN.,NCC199,Yancey,
201906220513,2019/06/22 05:13,35.11,-83.10,None,GSP,D,TSTM WND DMG,CASHIERS,JACKSON,NC,911 CALL CENTER,TREES DOWN ACROSS THE COUNTY ESPECIALLY AROUND CASHIERS.,NCC099,Jackson,
201906220518,2019/06/22 05:18,34.25,-84.36,None,FFC,D,TSTM WND DMG,3 W LATHEMTOWN,CHEROKEE,GA,SOCIAL MEDIA,REPORT OF A TREE DOWN ON GA 20 IN CHEROKEE COUNTY NEAR UNION HILL ROAD.,GAC057,Cherokee,
201906220520,2019/06/22 05:20,34.37,-84.07,None,FFC,D,TSTM WND DMG,1 S DOUGHERTY,DAWSON,GA,EMERGENCY MNGR,TREES DOWN ALONG GRIZZLE RD BETWEEN HUGH STOWERS RD AND LUMPKIN CAMP GROUND RD S.,GAC085,Dawson,
201906220520,2019/06/22 05:20,34.39,-84.24,None,FFC,D,TSTM WND DMG,2 NE HOLLIS LATHEM RESE,DAWSON,GA,EMERGENCY MNGR,TREES DOWN NEAR INTERSECTION OF BLUE BIRD TRAIL AND KELLY BRIDGE RD. ALSO AT 2237 & 8188 KELLY BRIDGE RD.,GAC085,Dawson,
201906220520,2019/06/22 05:20,34.40,-84.12,None,FFC,D,TSTM WND DMG,2 S DAWSONVILLE,DAWSON,GA,EMERGENCY MNGR,TREES DOWN AT 1875 HWY 9 S.,GAC085,Dawson,
201906220524,2019/06/22 05:24,34.30,-84.56,None,FFC,D,TSTM WND DMG,1 SSW WALESKA,CHEROKEE,GA,EMERGENCY MNGR,TREE DOWN ON LITTLE REFUGE RD NEAR FINCHER RD IN WALESKA.,GAC057,Cherokee,
201906220524,2019/06/22 05:24,34.21,-84.29,None,FFC,D,TSTM WND DMG,1 W HOLBROOK,CHEROKEE,GA,EMERGENCY MNGR,TREES DOWN NEAR LITTLE RIVER FARMS TRAIL AND FREEHOME HWY,GAC057,Cherokee,
201906220525,2019/06/22 05:25,34.47,-83.58,None,GSP,D,TSTM WND DMG,2 SW BALDWIN,HABERSHAM,GA,911 CALL CENTER,911 CALL CENTER REPORTED MULTIPLE TREES AND POWER LINES DOWN IN THE ALTO AREA. TIME ESTIMATED FROM RADAR.,GAC137,Habersham,
201906220528,2019/06/22 05:28,34.35,-83.49,None,FFC,D,TSTM WND DMG,2 NNE HOMER,BANKS,GA,SOCIAL MEDIA,LARGE TREE TOPPLED AND PORTA POTTY KNOCKED OVER AT CHIMNEY OAKS GOLF CLUB.,GAC011,Banks,
201906220530,2019/06/22 05:30,34.30,-84.08,None,FFC,D,TSTM WND DMG,2 NNE COAL MOUNTAIN,FORSYTH,GA,PUBLIC,REPORT OF 5-6 TREES AND MULTIPLE POWER LINES DOWN ON ROB COURT IN CUMMING_ GA.,GAC117,Forsyth,
201906220530,2019/06/22 05:30,33.82,-84.80,None,FFC,D,TSTM WND DMG,3 WNW BROWNSVILLE,PAULDING,GA,SOCIAL MEDIA,REPORT OF A TREE THAT FELL ON A HOUSE ON RIDGE RUN DRIVE IN SOUTH PAULDING COUNTY.,GAC223,Paulding,
201906220530,2019/06/22 05:30,35.13,-82.93,None,GSP,D,TSTM WND DMG,LAKE TOXAWAY,TRANSYLVANIA,NC,911 CALL CENTER,TREES DOWN ACROSS ROADS IN THE VICINITY OF LAKE TOXAWAY AND IN THE PISGAH NATIONAL FOREST.,NCC175,Transylvania,
201906220530,2019/06/22 05:30,36.55,-82.09,None,MRX,D,TSTM WND DMG,2 N SOUTH HOLSTON DAM,SULLIVAN,TN,LAW ENFORCEMENT,SEVERAL TREES DOWN ACROSS THE COUNTY.,TNC163,Sullivan,
201906220531,2019/06/22 05:31,38.17,-97.11,None,ICT,F,FLASH FLOOD,PEABODY,MARION,KS,LAW ENFORCEMENT,AUTHORITIES ARE CLOSING THE 9TH STREET BRIDGE DUE TO TWO FEET OF WATER OVER IT.,KSC115,Marion,
201906220534,2019/06/22 05:34,34.12,-84.48,None,FFC,D,TSTM WND DMG,2 ESE LEBANON,CHEROKEE,GA,EMERGENCY MNGR,POWER LINES REPORTED DOWN NEAR TARA COURT IN WOODSTOCK GA.,GAC057,Cherokee,
201906220540,2019/06/22 05:40,35.81,-82.05,None,GSP,D,TSTM WND DMG,2 NNW WOODLAWN,MCDOWELL,NC,EMERGENCY MNGR,MULTIPLE TREES DOWN NEAR THE INTERSECTION OF EP BOYD ROAD AND STOCKTON ROAD.,NCC111,McDowell,
201906220544,2019/06/22 05:44,35.84,-81.80,None,GSP,D,TSTM WND DMG,TABLE ROCK,BURKE,NC,911 CALL CENTER,TREES DOWN ON HIGHWAY 181.,NCC023,Burke,
201906220544,2019/06/22 05:44,35.84,-81.80,None,GSP,x,DEBRIS FLOW,TABLE ROCK,BURKE,NC,911 CALL CENTER,TREES DOWN ON HIGHWAY 181.,NCC023,Burke,
201906220545,2019/06/22 05:45,33.91,-84.80,None,FFC,D,TSTM WND DMG,3 ESE DALLAS,PAULDING,GA,SOCIAL MEDIA,TREES DOWN AT 1300 MERCHANTS DRIVE,GAC223,Paulding,
201906220548,2019/06/22 05:48,34.25,-83.87,None,FFC,D,TSTM WND DMG,2 NNE OAKWOOD,HALL,GA,EMERGENCY MNGR,REPORT OF A TREE ON A HOME ON MOONEY DRIVE IN GAINESVILLE_ GA.,GAC139,Hall,
201906220550,2019/06/22 05:50,34.18,-83.99,None,FFC,D,TSTM WND DMG,2 SW AQUALAND PARK,HALL,GA,EMERGENCY MNGR,REPORT OF MULTIPLE TREES DOWN CAUSING DAMAGE TO 15-20 TENTS_ A CAMPER_ AND A CAR.,GAC139,Hall,
201906220553,2019/06/22 05:53,38.11,-97.11,3.03,ICT,R,HEAVY RAIN,4 S PEABODY,MARION,KS,MESONET,WUNDERGROUND STATION. SINCE ABOUT 10 PM FRIDAY EVENING.,KSC115,Marion,M
201906220554,2019/06/22 05:54,33.99,-83.03,None,FFC,D,TSTM WND DMG,1 WSW POINT PETER,OGLETHORPE,GA,EMERGENCY MNGR,DOWNED ELECTRICAL LINES SPARKED A GRASSFIRE NW OF LAWRENCEVILLE.,GAC221,Oglethorpe,
201906220554,2019/06/22 05:54,34.51,-82.96,None,GSP,D,TSTM WND DMG,2 E FAIR PLAY,ANDERSON,SC,LAW ENFORCEMENT,SC HIGHWAY PATROL REPORTED A TREE DOWN ON INTERSTATE 85 AT MILE MARKER 5.,SCC007,Anderson,
201906220555,2019/06/22 05:55,38.17,-97.11,4.0,ICT,R,HEAVY RAIN,PEABODY,MARION,KS,PUBLIC,VIA SOCIAL MEDIA.,KSC115,Marion,M
201906220555,2019/06/22 05:55,34.03,-84.09,None,FFC,D,TSTM WND DMG,2 SW SUWANEE,GWINNETT,GA,EMERGENCY MNGR,TREES AND WIRES DOWN IN ROADWAY AT INTERSECTION OF SUWANEE CREEK RD NW AND BUFORD HIGHWAY NW.,GAC135,Gwinnett,
201906220555,2019/06/22 05:55,34.36,-83.25,None,GSP,D,TSTM WND DMG,1 WSW CARNESVILLE,FRANKLIN,GA,DEPT OF HIGHWAYS,DEPT OF HIGHWAYS REPORTED TREES DOWN BLOCKING COMMERCE RD. TIME ESTIMATED FROM RADAR.,GAC119,Franklin,
201906220555,2019/06/22 05:55,34.50,-82.94,None,GSP,D,TSTM WND DMG,5 SSW TOWNVILLE,ANDERSON,SC,LAW ENFORCEMENT,SCHP REPORTED A TREE DOWN AT OLD DOBBINS BRIDGE RD AND SULLIVAN RD.,SCC007,Anderson,
